Subject,Email_Content,Label
System maintenance notification,"Please find your invoice attached for the last month's transaction. If you have questions, contact us at billing@example.com.",0
Your package is delayed,"We received a request to reset your password. If you made this request, click here: [phishing-link.com].",1
Verify your login information,Unusual activity detected in your account. Review your recent transactions: [phishing-link.com].,1
Your account has been suspended,"You have been selected as the lucky winner of $1,000,000! Click here to claim your prize: [phishing-link.com].",1
Appointment confirmation,This is a reminder for the meeting scheduled for tomorrow at 10 AM. Please see the agenda here: [legitimate-link.com].,0
Feedback request from our team,"Thank you for your order. If you have any questions, feel free to contact us.",0
Account verification needed,We detected an unauthorized login attempt to your account. Update your credentials here: [phishing-link.com].,1
Invoice attached for your review,"Thank you for shopping with us! Attached is the receipt for your recent purchase. If you have questions, reply to this email.",0
Your account has been suspended,Unusual activity detected in your account. Review your recent transactions: [phishing-link.com].,1
Invoice attached for your review,This is a reminder for the meeting scheduled for tomorrow at 10 AM. Please see the agenda here: [legitimate-link.com].,0
Limited time offer for you,Your account will be locked within 24 hours. Click the secure link below to verify your identity: [phishing-link.com].,1
Claim your refund now,Your package could not be delivered due to an incorrect address. Confirm your details: [phishing-link.com].,1
Limited time offer for you,"You have been selected as the lucky winner of $1,000,000! Click here to claim your prize: [phishing-link.com].",1
Weekly newsletter update,We would love to hear your feedback on our recent service. Please complete this short survey: [legitimate-link.com].,0
Your recent purchase receipt,Your appointment has been confirmed for [date and time]. Please let us know if you have any questions.,0
Your package is delayed,Exclusive offer! Click here to grab this deal before it expires: [phishing-link.com].,1
Unusual activity detected,Exclusive offer! Click here to grab this deal before it expires: [phishing-link.com].,1
Subscription renewal notice,Your subscription is about to expire. Renew now to continue enjoying our services: [legitimate-link.com].,0
Verify your login information,Exclusive offer! Click here to grab this deal before it expires: [phishing-link.com].,1
Verify your login information,Your account will be locked within 24 hours. Click the secure link below to verify your identity: [phishing-link.com].,1
Your account has been suspended,Exclusive offer! Click here to grab this deal before it expires: [phishing-link.com].,1
Your account has been suspended,Your package could not be delivered due to an incorrect address. Confirm your details: [phishing-link.com].,1
